,text,Adults,Chickenpox vaccines,Diphtheria,General immunization,HPV vaccines,Hepatitis A vaccine,Hepatitis B vaccine,Immunization records,Infants & young children,Influenza vaccines,Measles,Meningococcal vaccines,Other,Pneumococcal vaccines,Pregnancy,Rotavirus Vaccines,School-age children & teens,Shingles vaccines,TB skin test,Travel vaccines,Vaccine Schedules,Vaccine ingredients,Vaccine safety,Where to get immunized,mumps and rubella vaccines,tetanus and pertussis vaccines
236,"Do you need a prescription for the Pneumococal Polysaccharide vaccine in B.C.
",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
237,"I have an work permit and I just had an interview they require getting hep A vaccine but I don't have insurance since I'm from the states
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,"I am taking Humira. Can I now get a TB skin test?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
239,"I received the chicken pox vaccine approximately 15 years ago. During my last pregnancy my bloodwork showed no immunity to chicken pox. Should I be revaccinated?
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,"I am wondering where I can obtain my Childrens immunization records
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,"Hi my child was born outside of canada in october of 2016 he is now home with me. Where should I bring him to be vaccinated ???
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,"I'm looking to fulfill a tDAP prescription (for pregnancy) but have been to 4 different dispensaries and none carry / are able to order for me. Suggestions on where to acquire?
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
243,"Why one standard amount is given to each child regardless of weight when they receive vaccines? Not a single nurse has been able to provide an answer about that.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
244,"Is there any side effect or any problem about alcohol or smoking after when we get measle vaccination?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
245,"My daughter was born in 1991 and received the mmr plus the booster as a baby. Does she need another booster in light of the recent measles outbreak?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
246,"Is it possible to get the third Hep B vaccine earlier than 6 months? I need it for a school program due August 2019. My first Heb B shot was on April 7th. When's the earliest I could finish the Heb B series?
",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,"I am planning on getting the HPV-9, Hepatitis A and B, Meningitis Quadrivalent and B, and Influenza vaccines. Where can I get these vaccines and how much will it cost? Also, I am eligible for free vaccination for HPV and Hep A and B (MSM) but how do I prove my eligibility? Thank you.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
248,"When can I get my second shingle shot
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
249,"What immunization is required for a 12 year old child before starting school? The child & family are newly arrived refugees. Previous immunization history unknown.
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,"Hi, I have just moved to Vancouver with my family and we do not have government health insurance. However, my 1-year-old daughter needs vaccination, how should I arrange that?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,"Is it possible to get the second set (4 month), immunizations too early? If so what should I do? My baby was over 121 days old when they received their second set.
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,"Can I get hepatitis B vaccine ,MMR and Diptheria vaccines for free? I am a nursing student and we need it for clinical practice. Thanks
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,"I am 4 months pregnant. Is it dangerous/risky to be around unvaccinated children?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
254,"If you are diabetic and qualify for a free flu shot, what are you required to show for proof?
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,"Hello. Why is the HPV9 vaccine not offered free to children born in 2004?
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,"Is shingles vaccine cost tax deductible? Thank you
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
257,"Hello: given increasing spam I would like to know whether this txt is genuine: Dear Patient, this is a reminder to fill out 1 qnaire. - https://quick.inputhealth.com/ca_j6zog_u6 Regards, VCH Travel Clinic Staff (reply STOP to unsubscribe)
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
258,"Can we get 4 months vaccination earlier like 20 days before since we are traveling?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
259,"My child in grade nine was away from school today and has not gotten his shots, what do I do? I just found out that my daughter didn't get hers either she is in grade 11 now can she still get hers too?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
260,"Can a child's grandparent, aunt or uncle (not a guardian) take a child to get flu shot at the flu shot clinic?
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,"Where do i go to get my baby's immunization?i live in burnaby.i already made an appointment.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
262,"We had Twinrix vaccine in Spring of 2003. At the time it was one dose, I believe, and thought to be effective for life. Correct or new information refutes this? Off to s Africa
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
263,"My 18 year old son may have been in contact with a child with chicken pox. Can he receive the vaccination?
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,"My son is in grade 9. Will he be able to get the HPV vaccine? It was not available for him when he was in grade 6. I would like him to have it now before he becomes sexually active. If yes, Is it free for grade 9 boys or would I have to pay? We are BC residents.
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,"Why does it take over 48 hrs to get access to vaccine when ordered by doctor after bite by bat? Boy bitten publice health not able to do and took 2 days for emergency in Duncan
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
266,"We are travelling to Northern Europe on a cruise (Russia, Norway, Denmark, Finland, England, Belgium, and Estonia). What shots should we make sure we have?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
267,"How do i find out what my blood type is?
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
268,"I am 26 yr old and recently married. Can i took hpv vaccine.
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,"I live in coquitlam,where can I get immunization for my grand daughter ?she is 4 monthes now!
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,"I need to prove imunization and have lost the records . where can i get titer tests done in Vernon ?Will the results be available within a week ?
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,"Where can I get the Flu Zone High Dose vaccine in Campbell River, BC?
",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
272,"we had pneumonia shot with our flu shot in 2013 (flu shot every year) and the Prevnar 13 shot in 2016.when do they need to be repeated (we have flu shot every year)
",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
273,"If i had a shingles vaccine 4 years ago do i need a new vaccine
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
274,"Hello, I was born in 1965 outside of Canada. I am planning to travel to where there is a measles outbreak. Would you recommend I get vaccinated? Thanks 
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
275,"Hi, what would be the Tdap vaccine schedule for a 3 year old who has never received any vaccinations previously? Is it possible to buy single dose tetanus vaccine instead? Thx
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,"We are moving in December to Vancouver, Canada from Venezuela and our children are 7 and 4 years old. is there any immunization record form that BC is requested for school?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,"Is the MR2 vaccine the second MMR vaccine? I am looking at my immunization records from when I was a child and just wanted to confirm I received them all.
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
278,"If these vaccines are mandatory...why are they subject to change? How can you claim they are safe, IF they are consistently monitored for safety & subject to change? Realistically these vaccines change every 10-15 years and you don't know the affect it will have in adult years.
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,"Hello, I need to try to obtain my MMR vaccination records for work but the Doctor I was vaccinated by in Vancouver has passed away since. Is there a way for me to still get these records?
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,"We had a Hep A shot in 2001. Do I NEED A BOOSTER
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,"I was offered the TDaP by my OB (I'm pregnant) and together we looked up the insert for Adacel (Cdn brand of TDaP) and saw it listed as Pregnancy Category C. Why should I accept the vaccine if the manufacturer itself seems its safety questionable for my baby?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
282,"can i get my immunization from my doctor
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
283,"My daughter got her first vaccination for HPV 2yrs ago, has not received the second dose. it has been 2 years, does she need to repeat the first or can she just receive the 2nd
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,"flu immunization dates in 2019. how early can we get it?
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,"is there a Tetanus Diphteria without the Pertussis for those children where pertussis vaccination is contraindicated it's available in USA under DT paediatric by Sanofi distributor for under 6 years age
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
286,"son brought Hepatitis B vaccine letter home from school. We are from the UK and he had Hib Catch up when he was 4, does he still need this vaccine now he is in grade 6 in Canada?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
287,"was born 1961 in Niagara falls Canada,am i immunized for whooping cough?have no history from my childhood.mother and father gone.have a grandchild on the way,.shoul i get immunized
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
288,"Can I get a measales only vaccine?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
289,"I'm a 27 year old female and a PR. I have suffered from wheezing since childhood and can't go without using my inhaler everyday. Am I eligible for free flu shots?
",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
290,"what are vaccines made of
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
291,"My blood test shows immunity to measles and mumps only do I need rubella shot?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
292,"can i get the hpv shot when i'm on my period
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,"The health units are only open while I'm at work. How can I take my 4 year old for a flu shot after 5:30pm during the week or anytime on weekends? It says pharmacies only do 5yr+.  
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,"what vaccines are needed for st. lucia?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
295,"My son took the first doses of Diphtheria, Tetanus, Pertussis, Hepatitis B, Polio, and Haemophilus influenzae type b (DTaP-HB-IPV-Hib) Vaccine, Rotavirus Vaccine, and Pneumococcal Conjugate (PCV 13) Vaccine in Jordan. Can he continue the second doses or will he need to restart the immunizations?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,"I am 58 years of age from India. I have got both pneumococcal Vaccine in a gap of one month Is it worth? Or I committed mistake and any thing I have to take care or any harm ??
",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
297,"My baby's appointment for 6th-month immunization will be on March, when she'll be almost 9 months old. Is it risky to wait that long?
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,"Hello! I am 56. Is there any medical value in getting the Men-B vaccination (money is no object,) which is recommended for those up to age 55? Thank you!
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,"My baby will travel to Japan and Taiwan for 1 month when he is 7 month + 20 days old. Does he need to get MMR, Japanese encephalitis or Hepatitis A vax before the traveling? Can he do at family doctor? Will that be no charge? Thank you.
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
300,"Why for someone over 65 if they the get the enhanced flu shot instead of the standard vaccine the full cost not just the difference between the two must be paid?
",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
301,"Will there be a drop in clinic in Parksville this year
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,"How many physical shots does it take to get all required kindergarten vaccines
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,"Hello, 1. I had my first shingle vaccine administered last April. How much more time do I have to get the second vaccine? 2. Can I buy the vaccine without a prescription? thx
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
304,"I am in my late 20s and had chickenpox as a child. I see that shingles vaccination is recommended for people 50 and older, but is it useful for someone like me?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
305,"How long after getting a tattoo will I have to wait until I can get any shot (not a few shot or drawing blood)?
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
306,"are immunizations free in BC?
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,"Does blue crossor MSP cover the cost of shingrix for seniors over 70 and can it be given at a pharmacy ?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
308,"I don't have a family doctor, do I need a family doctor's referral to get my child immunized or I can just make an appointment with the public health unit?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
309,"What age is classified as a 'senior' re free flu shots?
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,"Is full childhood immunization necessary for a healthy population?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,"What is the elegebility criteria for an Alberta to get the flu shot in BC?
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
312,"Hi. I live in golden, bc. I'll be out of town on nov 13 when the influenza vaccine clinic is scheduled. Can you tell me if there will be a second clinic on another day?
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,"I have recently moved to BC with my spouse and 3 year old son. Is BC provincial health Insurance coverage requires to get a flu vaccine shot at a BC public health clinic?
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,"I dont have a BC Health Card ID Card can i still get a shot
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
315,"Can I just get the tetanus vaccine for my 4 yr old?
",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
316,"Is it safe to immunize my 15 month old child with MMR while I am pregnant?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
317,"Birth May1991 Immu record shows:2/4/6 month DPT&OPV Mar/92 Hibtiter 1, 1 year-MMR&#2 Hibtiter,18mon #3 Hib,19mo. DPT/OPV Jun/96 school dpT/opv. Measles/rubella given by health unit at school May 25/96 was #2 Mumps included in this vac? Men/DPT in 2006. Anything missing?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
318,"My 11 month old son is up to date with all his immunizations. We would like to have his 1 year old shots taken one week before his birthday. Is this possible?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,"Hi, how can I book an appointment for immunizations for an infant? Is it possible to do via email? Thank you. 
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,"can I get MMR vaccine if I am on anti-viral medication?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
321,"Born in 1986 and received all routine vaccinations. Would Hepatits A have been included in these or do I need to get this one?
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,"Last time i got a vaccine for flu(vaxigrip) and pneumococal was march 01, 2013. Am I scheduled for another vaccine?
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,"I am planning on taking my 2 and a half year old to a mass flu clinic. Will or should my 5 month old be able to also get the vaccine? She will be 6 months the day after the clinic.
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,"I am 72. In 2003, I reacted to a Tdap shot (painful ""half grapefruit"" sized swelling that lasted for 2 weeks or more). Should I be vaccinated again? I'm well past the 10 years.
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
325,"I was recently asked if we immunize annually against arboviruses here in BC. Do we? Or are these infections too rare here?
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
326,"Where do I get a bat tested for rabies?
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
327,"How do I find out what I have been vaccinated for and what I need to update? I am 58 years old. There are 3 babies due in our extended family in the next few months and I want to make sure I'm up to date before visiting them.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328," Wondering who to contact re rabies titre and getting a booster. +15 years since last booster.
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
329,"Can my baby get immunized a few days early than the recommendation date?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,"I am hoping to travel with my newborn in May. My baby will be 4 months at the time of travel. I am concerned about the increasing spread of Measles. Please advise.
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
331,"Chicken pox vaccine and preganacy How long after receiving the second dose for the chicken pox vaccine can a woman attempt preganacy?
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
332,"i need to get my polio vaccine, do i need to set up an appointment or can i just walk in with my care card
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,"I need my immunization records for college and don't know where to find them. I know I'll have to get boosters too. Can I go to a Health Unit for this? I will also need my medical form filled out. Can they fill this out there too?
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,"I was wondering if TB skin test are done at this location?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
335,"My daughter was born in another country and became a resident of Canada. but msp is waiting period. She is two months. Can she get her first vaccination for free?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
336,"I'm going to the UK for 6 weeks 6 says before my child's 6 month vaccine is due - can he have it early?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,"Is it free for temporary resident under 26 years old, like people with work permit, to take HPV9 vaccine?
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,"I am a senior snowbird travelling to Southern California at the end of October. Should I have my flu shot here before I leave or down in California.Are the strains different?
",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,"Can I just bring my child in or do I need to make an appointment?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
340,"Is there any community health centre in Vancouver that offers infants immunization on the weekends (Sat or Sun)?
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
341,"Tetanus booster, subsequently developed severe inflammation CPR 129 arm immobilized by pain Rheumatologist has ordered a CT Scan of the arm. Who makes Tetanus? Could be bad batch
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,"Hi, my wife and I are seniors (65 and over) from Saskatchewan. Are we eligible for a free flu shot here in BC? Thanks
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,"I applied for citizenship in the US & am required to provide proof of immunization. I was immunized at the Burnaby health unit at Canada Way, would they have a copy of my record?
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,"Hi We have vaccinated 18 months booster dose to my baby boy.but his age is 17 months completed.any side effects are there for before get vaccine.
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,"Is the HPV vaccine 2 or 3 doses of teenagers?
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,"my child just had her 4 months shots, is there any issues with my child interacting with other children?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
347,"I get a vasovagal response from needles, where can I get vaccinated and lie down for a few minutes?
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,"How effective are the shingles vaccines?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
349,"If I had shingles 35 years ago, do I need to get the shingles vaccine? I am 67 years old.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
350,"A co-worker got a flu shot (& pneumonia shot) on Oct 31.Today her arm is swollen at the site and hurts-the pain is 8/10.She has been suffering from a headache.What should she do?
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,"Can my doctor give me a booster against menengitis for free? I'm uncertain if I have ever had my booster and my health unit doesn't know. Thank you. 
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,"Where do I get my kids Booster for Hep A?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,"We are traveling on the day she is supposed to get 12 month immunized. Should we go in 1 day early or 7 days late?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,"What to do if I can't find my child's full set of immunization records and now I'm wondering if I did them all? My child is 20.
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,"Can I get a vaccination if I'm scheduled for surgery in a week
",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,"Hello, my question is..... can an individual who has just been vaccinated for MMR visit a new born baby in the hospital or visit a grandparent in a care home?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
357,"Looking for a way to book online for family flu shots as your call service has a hold of over 208 callers everytime I call. Or can I go into my clinic to get quicker service?
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,"If I had chicken pox as a child and Shingles as an adult?? Do I need the vaccine
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
359,"I am 18 and havent gotten vaccinated since infancy, how many needles (shots) would i recieve? Would they all be in one or would there be many different shots?
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,"Can you get Fluzone or Fluad with the fluviral vaccine ?
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
361,"I have been vaccinated a few years ago and now I need records of it will I be able to find it online
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,"Do live virus vaccines affect IGRA tests for TB
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
363,"Can a pregnant woman get a tetanus shot? What is the cost?
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
364,"Hi, does fluviral interact with any vaccines ? or can not be administered that day when i go to get my fluviral injection?
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
365,"HELLO. HOW DO I KNOW WHETHER MY KID'S IMMUNIZATION IS EFFECTIVE OR NOT? SHE IS 10 YEARS OLD. SHE WAS VACCINATED IN CHINA. I AM WORRIED ABOUT THAT.
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
366,"If I had 1 or 2 shots for Twin Rix but did not complete the series am I protected? Should I start over or just get the missing shots?
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,"Hi what vaccine shots should I be considering on my 2 week visit to Malaysia next year?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
368,"My daughters were 4 and 7 when they had the twinrex shot. They are going to South Africa (Cape Town) with their father for a month. Do they neeed the shots again ? And what other
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
369,"I am care taker for my 14 year old grandson. I don't think he had any shots, choice of his parents. What problem would measles be to a teen boy?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
370,"can I email my childs immunization records to Kamloops public Health
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
